OG0001122	osedax	.	.	.	OFRAG00000001656.1	NO HIT
OG0009650	osedax	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0020037^molecular_function^heme binding	OFRAG00000006334.1	BLR2807 PROTEIN	
OG0009650	osedax	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0020037^molecular_function^heme binding	OFRAG00000006335.1	CYTOGLOBIN-1	
OG0010253	osedax	.	.	.	OFRAG00000005762.1	NO HIT
OG0010533	osedax	.	.	.	OFRAG00000002327.1	NO HIT
OG0010533	osedax	GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0045202^cellular_component^synapse`GO:0001587^molecular_function^Gq/11-coupled serotonin receptor activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0007610^biological_process^behavior`GO:0048598^biological_process^embryonic morphogenesis`GO:0007507^biological_process^heart development`GO:0050795^biological_process^regulation of behavior`GO:0006939^biological_process^smooth muscle contraction`GO:0042310^biological_process^vasoconstriction	GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0045202^cellular_component^synapse`GO:0001587^molecular_function^Gq/11-coupled serotonin receptor activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0007610^biological_process^behavior`GO:0048598^biological_process^embryonic morphogenesis`GO:0007507^biological_process^heart development`GO:0050795^biological_process^regulation of behavior`GO:0006939^biological_process^smooth muscle contraction`GO:0042310^biological_process^vasoconstriction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OFRAG00000002329.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04151
OG0010534	osedax	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	OFRAG00000006901.1	SUBFAMILY NOT NAMED	
OG0010534	osedax	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	OFRAG00000006902.1	RT07201P-RELATED	
OG0010534	osedax	GO:0030424^cellular_component^axon`GO:0030425^cellular_component^dendrite`GO:0005886^cellular_component^plasma membrane`GO:0043083^cellular_component^synaptic cleft`GO:0043195^cellular_component^terminal bouton`GO:0005044^molecular_function^scavenger receptor activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006887^biological_process^exocytosis`GO:0031638^biological_process^zymogen activation	GO:0030424^cellular_component^axon`GO:0030425^cellular_component^dendrite`GO:0005886^cellular_component^plasma membrane`GO:0043083^cellular_component^synaptic cleft`GO:0043195^cellular_component^terminal bouton`GO:0005044^molecular_function^scavenger receptor activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006887^biological_process^exocytosis`GO:0031638^biological_process^zymogen activation	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	OFRAG00000007073.1	EGF-LIKE DOMAIN-CONTAINING PROTEIN	
OG0010534	osedax	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0005576^cellular_component^extracellular region`GO:0016020^cellular_component^membrane	GO:0016020^cellular_component^membrane	OFRAG00000007330.1	RT07201P-RELATED	
OG0010534	osedax	GO:0009897^cellular_component^external side of plasma membrane`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0005044^molecular_function^scavenger receptor activity`GO:0006953^biological_process^acute-phase response	GO:0009897^cellular_component^external side of plasma membrane`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0005044^molecular_function^scavenger receptor activity`GO:0006953^biological_process^acute-phase response	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	OFRAG00000011364.1	RT07201P-RELATED	
OG0010534	osedax	.	.	GO:0016020^cellular_component^membrane	OFRAG00000013077.1	G PROTEIN-COUPLED RECEPTOR-RELATED	
OG0010534	osedax	.	.	.	OFRAG00000017893.1	G PROTEIN-COUPLED RECEPTOR-RELATED	
OG0010534	osedax	GO:0030424^cellular_component^axon`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0030425^cellular_component^dendrite`GO:0005886^cellular_component^plasma membrane`GO:0045202^cellular_component^synapse`GO:0043083^cellular_component^synaptic cleft`GO:0043195^cellular_component^terminal bouton`GO:0008233^molecular_function^peptidase activity`GO:0005044^molecular_function^scavenger receptor activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006887^biological_process^exocytosis`GO:0006508^biological_process^proteolysis`GO:0031638^biological_process^zymogen activation	GO:0030424^cellular_component^axon`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0030425^cellular_component^dendrite`GO:0005886^cellular_component^plasma membrane`GO:0045202^cellular_component^synapse`GO:0043083^cellular_component^synaptic cleft`GO:0043195^cellular_component^terminal bouton`GO:0008233^molecular_function^peptidase activity`GO:0005044^molecular_function^scavenger receptor activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006887^biological_process^exocytosis`GO:0006508^biological_process^proteolysis`GO:0031638^biological_process^zymogen activation	GO:0016020^cellular_component^membrane`GO:0005044^molecular_function^scavenger receptor activity	OFRAG00000017894.1	RT07201P-RELATED	
OG0011127	osedax	GO:0005901^cellular_component^caveola`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0055117^biological_process^regulation of cardiac muscle contraction`GO:0019229^biological_process^regulation of vasoconstriction	GO:0005901^cellular_component^caveola`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:0055117^biological_process^regulation of cardiac muscle contraction`GO:0019229^biological_process^regulation of vasoconstriction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OFRAG00000010960.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04136
OG0011127	osedax	GO:0005901^cellular_component^caveola`GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0030315^cellular_component^T-tubule`GO:0030018^cellular_component^Z disc`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0007202^biological_process^activation of phospholipase C activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007512^biological_process^adult heart development`GO:0007568^biological_process^aging`GO:0006915^biological_process^apoptotic process`GO:0060402^biological_process^calcium ion transport into cytosol`GO:0061049^biological_process^cell growth involved in cardiac muscle cell development`GO:0007267^biological_process^cell-cell signaling`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0035556^biological_process^intracellular signal transduction`GO:0060073^biological_process^micturition`GO:0010507^biological_process^negative regulation of autophagy`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0001985^biological_process^negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure`GO:0035024^biological_process^negative regulation of Rho protein signal transduction`GO:0150099^biological_process^neuron-glial cell signaling`GO:0001994^biological_process^norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0097195^biological_process^pilomotor reflex`GO:0045760^biological_process^positive regulation of action potential`GO:0060452^biological_process^positive regulation of cardiac muscle contraction`GO:0010613^biological_process^positive regulation of cardiac muscle hypertrophy`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:1903997^biological_process^positive regulation of non-membrane spanning protein tyrosine kinase activity`GO:0090037^biological_process^positive regulation of protein kinase C signaling`GO:0045987^biological_process^positive regulation of smooth muscle contraction`GO:0032230^biological_process^positive regulation of synaptic transmission GABAergic`GO:0003084^biological_process^positive regulation of systemic arterial blood pressure`GO:0001997^biological_process^positive regulation of the force of heart contraction by epinephrine-norepinephrine`GO:0045907^biological_process^positive regulation of vasoconstriction`GO:0042493^biological_process^response to drug`GO:0009725^biological_process^response to hormone`GO:0007165^biological_process^signal transduction`GO:0006939^biological_process^smooth muscle contraction	GO:0005901^cellular_component^caveola`GO:0005737^cellular_component^cytoplasm`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0030315^cellular_component^T-tubule`GO:0030018^cellular_component^Z disc`GO:0004937^molecular_function^alpha1-adrenergic receptor activity`GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0007202^biological_process^activation of phospholipase C activity`GO:0071880^biological_process^adenylate cyclase-activating adrenergic receptor signaling pathway`GO:0007512^biological_process^adult heart development`GO:0007568^biological_process^aging`GO:0006915^biological_process^apoptotic process`GO:0060402^biological_process^calcium ion transport into cytosol`GO:0061049^biological_process^cell growth involved in cardiac muscle cell development`GO:0007267^biological_process^cell-cell signaling`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0035556^biological_process^intracellular signal transduction`GO:0060073^biological_process^micturition`GO:0010507^biological_process^negative regulation of autophagy`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0001985^biological_process^negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure`GO:0035024^biological_process^negative regulation of Rho protein signal transduction`GO:0150099^biological_process^neuron-glial cell signaling`GO:0001994^biological_process^norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure`GO:0007200^biological_process^phospholipase C-activating G protein-coupled receptor signaling pathway`GO:0097195^biological_process^pilomotor reflex`GO:0045760^biological_process^positive regulation of action potential`GO:0060452^biological_process^positive regulation of cardiac muscle contraction`GO:0010613^biological_process^positive regulation of cardiac muscle hypertrophy`GO:0007204^biological_process^positive regulation of cytosolic calcium ion concentration`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0001996^biological_process^positive regulation of heart rate by epinephrine-norepinephrine`GO:0043410^biological_process^positive regulation of MAPK cascade`GO:1903997^biological_process^positive regulation of non-membrane spanning protein tyrosine kinase activity`GO:0090037^biological_process^positive regulation of protein kinase C signaling`GO:0045987^biological_process^positive regulation of smooth muscle contraction`GO:0032230^biological_process^positive regulation of synaptic transmission GABAergic`GO:0003084^biological_process^positive regulation of systemic arterial blood pressure`GO:0001997^biological_process^positive regulation of the force of heart contraction by epinephrine-norepinephrine`GO:0045907^biological_process^positive regulation of vasoconstriction`GO:0042493^biological_process^response to drug`GO:0009725^biological_process^response to hormone`GO:0007165^biological_process^signal transduction`GO:0006939^biological_process^smooth muscle contraction	GO:0004930^molecular_function^G protein-coupled receptor activity`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0016021^cellular_component^integral component of membrane	OFRAG00000010961.1	5-HYDROXYTRYPTAMINE RECEPTOR	K04144
