Orthogroup	Species	GO_term1	GO_term2	GO_term3	gene_ID	Panther_annotation	KEGG_number
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018956.1	TOLL-LIKE RECEPTOR 4	K10160
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018960.1	TOLL-LIKE RECEPTOR 4	K10160
OG0001462	oasisia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0038023^molecular_function^signaling receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0042497^molecular_function^triacyl lipopeptide binding`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0002755^biological_process^MyD88-dependent toll-like receptor signaling pathway`GO:0050729^biological_process^positive regulation of inflammatory response`GO:0002237^biological_process^response to molecule of bacterial origin`GO:0034134^biological_process^toll-like receptor 2 signaling pathway`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0038023^molecular_function^signaling receptor activity`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0042497^molecular_function^triacyl lipopeptide binding`GO:0006954^biological_process^inflammatory response`GO:0045087^biological_process^innate immune response`GO:0002755^biological_process^MyD88-dependent toll-like receptor signaling pathway`GO:0050729^biological_process^positive regulation of inflammatory response`GO:0002237^biological_process^response to molecule of bacterial origin`GO:0034134^biological_process^toll-like receptor 2 signaling pathway`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018961.1	TOLL-LIKE RECEPTOR 2	K10160
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018963.1	TOLL-LIKE RECEPTOR 4	K10160
OG0001462	oasisia	.	.	.	OALVG00000018964.1	NO HIT
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018966.1	TOLL-LIKE RECEPTOR 13	K18808
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018967.1	TOLL-LIKE RECEPTOR 13	K10160
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018968.1	TOLL-LIKE RECEPTOR 13	K10160
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018970.1	TOLL-LIKE RECEPTOR 13	K18808
OG0001462	oasisia	.	.	.	OALVG00000018972.1	NO HIT
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000018973.1	TOLL-LIKE RECEPTOR 4	K10160
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000028109.1	TOLL-LIKE RECEPTOR 4	
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000033233.1	TOLL-LIKE RECEPTOR 13	
OG0001462	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0050135^molecular_function^NAD(P)+ nucleosidase activity`GO:0061809^molecular_function^NAD+ nucleotidase cyclic ADP-ribose generating`GO:0004888^molecular_function^transmembrane signaling receptor activity`GO:0045087^biological_process^innate immune response`GO:0002224^biological_process^toll-like receptor signaling pathway	GO:0005515^molecular_function^protein binding`GO:0007165^biological_process^signal transduction	OALVG00000033235.1	TOLL-LIKE RECEPTOR 13	
OG0006604	oasisia	.	.	.	OALVG00000006674.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011805.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011806.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011807.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011808.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011809.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011810.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011811.1	NO HIT
OG0006604	oasisia	.	.	.	OALVG00000011812.1	NO HIT
OG0008753	oasisia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	OALVG00000012147.1	DROSOPHILA CRUMBS HOMOLOG	K02599
OG0008753	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0038023^molecular_function^signaling receptor activity`GO:0001525^biological_process^angiogenesis`GO:0030154^biological_process^cell differentiation`GO:0060271^biological_process^cilium assembly`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0050793^biological_process^regulation of developmental process`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0005112^molecular_function^Notch binding`GO:0038023^molecular_function^signaling receptor activity`GO:0001525^biological_process^angiogenesis`GO:0030154^biological_process^cell differentiation`GO:0060271^biological_process^cilium assembly`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0050793^biological_process^regulation of developmental process`GO:0006355^biological_process^regulation of transcription DNA-templated	GO:0005509^molecular_function^calcium ion binding	OALVG00000018036.1	NOTCH LIGAND FAMILY MEMBER	K02599
OG0008753	oasisia	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005509^molecular_function^calcium ion binding`GO:0019899^molecular_function^enzyme binding`GO:0042802^molecular_function^identical protein binding`GO:0038023^molecular_function^signaling receptor activity`GO:0048844^biological_process^artery morphogenesis`GO:0007411^biological_process^axon guidance`GO:0030900^biological_process^forebrain development`GO:0072104^biological_process^glomerular capillary formation`GO:0045596^biological_process^negative regulation of cell differentiation`GO:0045665^biological_process^negative regulation of neuron differentiation`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0048663^biological_process^neuron fate commitment`GO:0007219^biological_process^Notch signaling pathway`GO:0048661^biological_process^positive regulation of smooth muscle cell proliferation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0042246^biological_process^tissue regeneration`GO:0042060^biological_process^wound healing	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005509^molecular_function^calcium ion binding`GO:0019899^molecular_function^enzyme binding`GO:0042802^molecular_function^identical protein binding`GO:0038023^molecular_function^signaling receptor activity`GO:0048844^biological_process^artery morphogenesis`GO:0007411^biological_process^axon guidance`GO:0030900^biological_process^forebrain development`GO:0072104^biological_process^glomerular capillary formation`GO:0045596^biological_process^negative regulation of cell differentiation`GO:0045665^biological_process^negative regulation of neuron differentiation`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0048663^biological_process^neuron fate commitment`GO:0007219^biological_process^Notch signaling pathway`GO:0048661^biological_process^positive regulation of smooth muscle cell proliferation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0042246^biological_process^tissue regeneration`GO:0042060^biological_process^wound healing	GO:0005509^molecular_function^calcium ion binding	OALVG00000029872.1	HEART DEVELOPMENT PROTEIN WITH EGF-LIKE DOMAINS 1	K02599
OG0008753	oasisia	.	.	.	OALVG00000035098.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000020531.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000020533.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000020536.1	SUBFAMILY NOT NAMED	
OG0008756	oasisia	.	.	.	OALVG00000020537.1	TRANSMEMBRANE PROTEIN	
OG0008756	oasisia	.	.	.	OALVG00000020538.1	FMRFAMIDE RECEPTOR	K14353
OG0008756	oasisia	.	.	.	OALVG00000020539.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000020540.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000020578.1	NO HIT
OG0008756	oasisia	.	.	.	OALVG00000027336.1	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP63	
OG0008756	oasisia	.	.	.	OALVG00000027339.1	NO HIT
OG0009650	oasisia	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0005576^cellular_component^extracellular region`GO:0005833^cellular_component^hemoglobin complex`GO:0020037^molecular_function^heme binding`GO:0005506^molecular_function^iron ion binding`GO:0019825^molecular_function^oxygen binding`GO:0005344^molecular_function^oxygen carrier activity	GO:0020037^molecular_function^heme binding	OALVG00000012240.1	BLR2807 PROTEIN	
