OG0000043	oasisia	.	.	.	OALVG00000007688.1	NO HIT
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005368.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005370.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005372.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005374.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005376.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005424.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005425.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005544.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000006183.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009348.1	HISTONE H2AX	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009350.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009352.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009354.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009356.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009358.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009360.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009362.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009364.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009366.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009369.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009371.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009373.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009375.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009377.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009379.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000009381.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0005813^cellular_component^centrosome`GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0006310^biological_process^DNA recombination`GO:0006281^biological_process^DNA repair`GO:0051321^biological_process^meiotic cell cycle	GO:0005813^cellular_component^centrosome`GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0006310^biological_process^DNA recombination`GO:0006281^biological_process^DNA repair`GO:0051321^biological_process^meiotic cell cycle	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000010973.1	HISTONE H2AX	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000022680.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000022682.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000024700.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025144.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025146.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025148.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025151.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025153.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000025155.1	HISTONE H2A	K11251
OG0000061	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000027571.1	HISTONE H2A	K11251
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000002826.1	HISTONE H2B	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005353.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005355.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005357.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005359.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005361.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005363.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005365.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005367.1	HISTONE H2B 5	K11252
OG0000062	oasisia	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0000786^cellular_component^nucleosome`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046982^molecular_function^protein heterodimerization activity`GO:0044877^molecular_function^protein-containing complex binding	GO:0003677^molecular_function^DNA binding`GO:0000786^cellular_component^nucleosome	OALVG00000005369.1	HISTONE H2B 5	K11252
