OG0000833	oasisia	.	.	.	OALVG00000017851.1	NO HIT
OG0011134	oasisia	.	.	.	OALVG00000000596.1	SUBFAMILY NOT NAMED	
OG0011134	oasisia	.	.	GO:0016021^cellular_component^integral component of membrane	OALVG00000000597.1	PROMININ PROM PROTEIN	
OG0011134	oasisia	.	.	.	OALVG00000000602.1	SUBFAMILY NOT NAMED	
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016021^cellular_component^integral component of membrane	OALVG00000000603.1	PROMININ PROM PROTEIN	K06532
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016021^cellular_component^integral component of membrane	OALVG00000009745.1	PROMININ PROM PROTEIN	K06532
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016021^cellular_component^integral component of membrane	OALVG00000010428.1	PROMININ PROM PROTEIN	K06532
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016021^cellular_component^integral component of membrane	OALVG00000010433.1	PROMININ PROM PROTEIN	K06532
OG0011134	oasisia	.	.	.	OALVG00000010437.1	SUBFAMILY NOT NAMED	
OG0011134	oasisia	GO:0071944^cellular_component^cell periphery`GO:0005737^cellular_component^cytoplasm`GO:0031424^biological_process^keratinization`GO:0018149^biological_process^peptide cross-linking	GO:0071944^cellular_component^cell periphery`GO:0005737^cellular_component^cytoplasm`GO:0031424^biological_process^keratinization`GO:0018149^biological_process^peptide cross-linking	GO:0016021^cellular_component^integral component of membrane	OALVG00000010438.1	PROMININ PROM PROTEIN	
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016021^cellular_component^integral component of membrane	OALVG00000010440.1	PROMININ PROM PROTEIN	K06532
OG0011134	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016324^cellular_component^apical plasma membrane`GO:0005903^cellular_component^brush border`GO:0042995^cellular_component^cell projection`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0001750^cellular_component^photoreceptor outer segment`GO:0042622^cellular_component^photoreceptor outer segment membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0032420^cellular_component^stereocilium`GO:0042805^molecular_function^actinin binding`GO:0045296^molecular_function^cadherin binding`GO:0015485^molecular_function^cholesterol binding`GO:0060219^biological_process^camera-type eye photoreceptor cell differentiation`GO:0072139^biological_process^glomerular parietal epithelial cell differentiation`GO:0072112^biological_process^glomerular visceral epithelial cell differentiation`GO:0045494^biological_process^photoreceptor cell maintenance`GO:2000768^biological_process^positive regulation of nephron tubule epithelial cell differentiation`GO:0010842^biological_process^retina layer formation`GO:0060042^biological_process^retina morphogenesis in camera-type eye	GO:0016021^cellular_component^integral component of membrane	OALVG00000010444.1	PROMININ PROM PROTEIN	K06532
OG0011421	oasisia	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	.	OALVG00000002389.1	ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B	K05643
OG0011421	oasisia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0006638^biological_process^neutral lipid metabolic process	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0006638^biological_process^neutral lipid metabolic process	.	OALVG00000002393.1	ARGONAUT-LIKE PROTEIN	K05643
OG0011421	oasisia	GO:0016323^cellular_component^basolateral plasma membrane`GO:0009986^cellular_component^cell surface`GO:0030139^cellular_component^endocytic vesicle`GO:0005768^cellular_component^endosome`GO:0009897^cellular_component^external side of plasma membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0016020^cellular_component^membrane`GO:0045121^cellular_component^membrane raft`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0045335^cellular_component^phagocytic vesicle`GO:0005886^cellular_component^plasma membrane`GO:0034186^molecular_function^apolipoprotein A-I binding`GO:0034188^molecular_function^apolipoprotein A-I receptor activity`GO:0034185^molecular_function^apolipoprotein binding`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051117^molecular_function^ATPase binding`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0120020^molecular_function^cholesterol transfer activity`GO:0140328^molecular_function^floppase activity`GO:0008035^molecular_function^high-density lipoprotein particle binding`GO:0005319^molecular_function^lipid transporter activity`GO:0031210^molecular_function^phosphatidylcholine binding`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090556^molecular_function^phosphatidylserine floppase activity`GO:0005548^molecular_function^phospholipid transporter activity`GO:0008320^molecular_function^protein transmembrane transporter activity`GO:0005102^molecular_function^signaling receptor binding`GO:0031267^molecular_function^small GTPase binding`GO:0046623^molecular_function^sphingolipid floppase activity`GO:0019905^molecular_function^syntaxin binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0071397^biological_process^cellular response to cholesterol`GO:0071345^biological_process^cellular response to cytokine stimulus`GO:0035690^biological_process^cellular response to drug`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:0071300^biological_process^cellular response to retinoic acid`GO:0033344^biological_process^cholesterol efflux`GO:0042632^biological_process^cholesterol homeostasis`GO:0008203^biological_process^cholesterol metabolic process`GO:0030301^biological_process^cholesterol transport`GO:0016197^biological_process^endosomal transport`GO:0140115^biological_process^export across plasma membrane`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0034380^biological_process^high-density lipoprotein particle assembly`GO:0032611^biological_process^interleukin-1 beta production`GO:0032367^biological_process^intracellular cholesterol transport`GO:0006869^biological_process^lipid transport`GO:0042158^biological_process^lipoprotein biosynthetic process`GO:0042157^biological_process^lipoprotein metabolic process`GO:0007040^biological_process^lysosome organization`GO:0002790^biological_process^peptide secretion`GO:0006911^biological_process^phagocytosis engulfment`GO:0033700^biological_process^phospholipid efflux`GO:0055091^biological_process^phospholipid homeostasis`GO:0045332^biological_process^phospholipid translocation`GO:0015914^biological_process^phospholipid transport`GO:0060155^biological_process^platelet dense granule organization`GO:0010875^biological_process^positive regulation of cholesterol efflux`GO:0090108^biological_process^positive regulation of high-density lipoprotein particle assembly`GO:0006497^biological_process^protein lipidation`GO:0071806^biological_process^protein transmembrane transport`GO:0032489^biological_process^regulation of Cdc42 protein signal transduction`GO:0034616^biological_process^response to laminar fluid shear stress`GO:0007584^biological_process^response to nutrient`GO:0043691^biological_process^reverse cholesterol transport`GO:0023061^biological_process^signal release	GO:0016323^cellular_component^basolateral plasma membrane`GO:0009986^cellular_component^cell surface`GO:0030139^cellular_component^endocytic vesicle`GO:0005768^cellular_component^endosome`GO:0009897^cellular_component^external side of plasma membrane`GO:0005794^cellular_component^Golgi apparatus`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0016020^cellular_component^membrane`GO:0045121^cellular_component^membrane raft`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0045335^cellular_component^phagocytic vesicle`GO:0005886^cellular_component^plasma membrane`GO:0034186^molecular_function^apolipoprotein A-I binding`GO:0034188^molecular_function^apolipoprotein A-I receptor activity`GO:0034185^molecular_function^apolipoprotein binding`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0051117^molecular_function^ATPase binding`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0120020^molecular_function^cholesterol transfer activity`GO:0140328^molecular_function^floppase activity`GO:0008035^molecular_function^high-density lipoprotein particle binding`GO:0005319^molecular_function^lipid transporter activity`GO:0031210^molecular_function^phosphatidylcholine binding`GO:0090554^molecular_function^phosphatidylcholine floppase activity`GO:0090556^molecular_function^phosphatidylserine floppase activity`GO:0005548^molecular_function^phospholipid transporter activity`GO:0008320^molecular_function^protein transmembrane transporter activity`GO:0005102^molecular_function^signaling receptor binding`GO:0031267^molecular_function^small GTPase binding`GO:0046623^molecular_function^sphingolipid floppase activity`GO:0019905^molecular_function^syntaxin binding`GO:0007189^biological_process^adenylate cyclase-activating G protein-coupled receptor signaling pathway`GO:0071397^biological_process^cellular response to cholesterol`GO:0071345^biological_process^cellular response to cytokine stimulus`GO:0035690^biological_process^cellular response to drug`GO:0071222^biological_process^cellular response to lipopolysaccharide`GO:0071300^biological_process^cellular response to retinoic acid`GO:0033344^biological_process^cholesterol efflux`GO:0042632^biological_process^cholesterol homeostasis`GO:0008203^biological_process^cholesterol metabolic process`GO:0030301^biological_process^cholesterol transport`GO:0016197^biological_process^endosomal transport`GO:0140115^biological_process^export across plasma membrane`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0034380^biological_process^high-density lipoprotein particle assembly`GO:0032611^biological_process^interleukin-1 beta production`GO:0032367^biological_process^intracellular cholesterol transport`GO:0006869^biological_process^lipid transport`GO:0042158^biological_process^lipoprotein biosynthetic process`GO:0042157^biological_process^lipoprotein metabolic process`GO:0007040^biological_process^lysosome organization`GO:0002790^biological_process^peptide secretion`GO:0006911^biological_process^phagocytosis engulfment`GO:0033700^biological_process^phospholipid efflux`GO:0055091^biological_process^phospholipid homeostasis`GO:0045332^biological_process^phospholipid translocation`GO:0015914^biological_process^phospholipid transport`GO:0060155^biological_process^platelet dense granule organization`GO:0010875^biological_process^positive regulation of cholesterol efflux`GO:0090108^biological_process^positive regulation of high-density lipoprotein particle assembly`GO:0006497^biological_process^protein lipidation`GO:0071806^biological_process^protein transmembrane transport`GO:0032489^biological_process^regulation of Cdc42 protein signal transduction`GO:0034616^biological_process^response to laminar fluid shear stress`GO:0007584^biological_process^response to nutrient`GO:0043691^biological_process^reverse cholesterol transport`GO:0023061^biological_process^signal release	GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity	OALVG00000002394.1	ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B	K05643
OG0011421	oasisia	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	.	OALVG00000002401.1	ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14	K05643
OG0011421	oasisia	.	.	.	OALVG00000002402.1	ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B	
OG0011421	oasisia	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	GO:0097208^cellular_component^alveolar lamellar body`GO:0097233^cellular_component^alveolar lamellar body membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042626^molecular_function^ATPase-coupled transmembrane transporter activity`GO:0005319^molecular_function^lipid transporter activity`GO:0006869^biological_process^lipid transport`GO:0051384^biological_process^response to glucocorticoid	.	OALVG00000017348.1	ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14	K05643
