OG0000009							
OG0000009							
OG0000440	lamellibrachia	GO:0005912^cellular_component^adherens junction`GO:0016324^cellular_component^apical plasma membrane`GO:0005576^cellular_component^extracellular region`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016020^cellular_component^membrane`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0008083^molecular_function^growth factor activity`GO:0005112^molecular_function^Notch binding`GO:0005543^molecular_function^phospholipid binding`GO:0005198^molecular_function^structural molecule activity`GO:0001525^biological_process^angiogenesis`GO:0035909^biological_process^aorta morphogenesis`GO:0003180^biological_process^aortic valve morphogenesis`GO:0001974^biological_process^blood vessel remodeling`GO:0061309^biological_process^cardiac neural crest cell development involved in outflow tract morphogenesis`GO:0003215^biological_process^cardiac right ventricle morphogenesis`GO:0060411^biological_process^cardiac septum morphogenesis`GO:0001709^biological_process^cell fate determination`GO:0061073^biological_process^ciliary body morphogenesis`GO:0072017^biological_process^distal tubule development`GO:0061444^biological_process^endocardial cushion cell development`GO:0045446^biological_process^endothelial cell differentiation`GO:0072015^biological_process^glomerular visceral epithelial cell development`GO:0030097^biological_process^hemopoiesis`GO:0042491^biological_process^inner ear auditory receptor cell differentiation`GO:0030216^biological_process^keratinocyte differentiation`GO:0072070^biological_process^loop of Henle development`GO:0002011^biological_process^morphogenesis of an epithelial sheet`GO:0045445^biological_process^myoblast differentiation`GO:0030336^biological_process^negative regulation of cell migration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0001953^biological_process^negative regulation of cell-matrix adhesion`GO:0045602^biological_process^negative regulation of endothelial cell differentiation`GO:0045599^biological_process^negative regulation of fat cell differentiation`GO:0045665^biological_process^negative regulation of neuron differentiation`GO:2000737^biological_process^negative regulation of stem cell differentiation`GO:0072006^biological_process^nephron development`GO:0007399^biological_process^nervous system development`GO:0097150^biological_process^neuronal stem cell population maintenance`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0062043^biological_process^positive regulation of cardiac epithelial to mesenchymal transition`GO:0045639^biological_process^positive regulation of myeloid cell differentiation`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0045669^biological_process^positive regulation of osteoblast differentiation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0061156^biological_process^pulmonary artery morphogenesis`GO:0003184^biological_process^pulmonary valve morphogenesis`GO:0042127^biological_process^regulation of cell population proliferation`GO:0032495^biological_process^response to muramyl dipeptide`GO:0002456^biological_process^T cell mediated immunity	GO:0005912^cellular_component^adherens junction`GO:0016324^cellular_component^apical plasma membrane`GO:0005576^cellular_component^extracellular region`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016020^cellular_component^membrane`GO:0005886^cellular_component^plasma membrane`GO:0005509^molecular_function^calcium ion binding`GO:0008083^molecular_function^growth factor activity`GO:0005112^molecular_function^Notch binding`GO:0005543^molecular_function^phospholipid binding`GO:0005198^molecular_function^structural molecule activity`GO:0001525^biological_process^angiogenesis`GO:0035909^biological_process^aorta morphogenesis`GO:0003180^biological_process^aortic valve morphogenesis`GO:0001974^biological_process^blood vessel remodeling`GO:0061309^biological_process^cardiac neural crest cell development involved in outflow tract morphogenesis`GO:0003215^biological_process^cardiac right ventricle morphogenesis`GO:0060411^biological_process^cardiac septum morphogenesis`GO:0001709^biological_process^cell fate determination`GO:0061073^biological_process^ciliary body morphogenesis`GO:0072017^biological_process^distal tubule development`GO:0061444^biological_process^endocardial cushion cell development`GO:0045446^biological_process^endothelial cell differentiation`GO:0072015^biological_process^glomerular visceral epithelial cell development`GO:0030097^biological_process^hemopoiesis`GO:0042491^biological_process^inner ear auditory receptor cell differentiation`GO:0030216^biological_process^keratinocyte differentiation`GO:0072070^biological_process^loop of Henle development`GO:0002011^biological_process^morphogenesis of an epithelial sheet`GO:0045445^biological_process^myoblast differentiation`GO:0030336^biological_process^negative regulation of cell migration`GO:0022408^biological_process^negative regulation of cell-cell adhesion`GO:0001953^biological_process^negative regulation of cell-matrix adhesion`GO:0045602^biological_process^negative regulation of endothelial cell differentiation`GO:0045599^biological_process^negative regulation of fat cell differentiation`GO:0045665^biological_process^negative regulation of neuron differentiation`GO:2000737^biological_process^negative regulation of stem cell differentiation`GO:0072006^biological_process^nephron development`GO:0007399^biological_process^nervous system development`GO:0097150^biological_process^neuronal stem cell population maintenance`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0062043^biological_process^positive regulation of cardiac epithelial to mesenchymal transition`GO:0045639^biological_process^positive regulation of myeloid cell differentiation`GO:0045747^biological_process^positive regulation of Notch signaling pathway`GO:0045669^biological_process^positive regulation of osteoblast differentiation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0061156^biological_process^pulmonary artery morphogenesis`GO:0003184^biological_process^pulmonary valve morphogenesis`GO:0042127^biological_process^regulation of cell population proliferation`GO:0032495^biological_process^response to muramyl dipeptide`GO:0002456^biological_process^T cell mediated immunity	GO:0005509^molecular_function^calcium ion binding	FUN_040304-T1	NOTCH LIGAND FAMILY MEMBER	
OG0000440	owenia	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005509^molecular_function^calcium ion binding`GO:0003682^molecular_function^chromatin binding`GO:0007155^biological_process^cell adhesion`GO:0008544^biological_process^epidermis development`GO:0010467^biological_process^gene expression`GO:0003017^biological_process^lymph circulation`GO:0001945^biological_process^lymph vessel development`GO:0036303^biological_process^lymph vessel morphogenesis`GO:0048014^biological_process^Tie signaling pathway`GO:0120193^biological_process^tight junction organization	GO:0005737^cellular_component^cytoplasm`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005509^molecular_function^calcium ion binding`GO:0003682^molecular_function^chromatin binding`GO:0007155^biological_process^cell adhesion`GO:0008544^biological_process^epidermis development`GO:0010467^biological_process^gene expression`GO:0003017^biological_process^lymph circulation`GO:0001945^biological_process^lymph vessel development`GO:0036303^biological_process^lymph vessel morphogenesis`GO:0048014^biological_process^Tie signaling pathway`GO:0120193^biological_process^tight junction organization	GO:0005509^molecular_function^calcium ion binding	OFUSG13133.1	SUBFAMILY NOT NAMED	
OG0000656							
OG0000656							
OG0000656							
OG0000656	lamellibrachia	.	.	.	FUN_020136-T1	SUBFAMILY NOT NAMED	
OG0000656	lamellibrachia	.	.	.	FUN_032182-T1	NO HIT
OG0000711							
OG0000711	capitella			\tCapteT199757		
OG0000711	capitella			\tCapteT202803		
OG0000711	lamellibrachia	.	.	.	FUN_035197-T1	NO HIT
OG0000711	owenia	.	.	.	OFUSG25826.2	SI:CH211-108C17.2-RELATED-RELATED	
OG0000713							
OG0000713							
OG0000713							
OG0000713	lamellibrachia	.	.	.	FUN_005788-T1	FAMILY NOT NAMED	
OG0000713	lamellibrachia	.	.	.	FUN_022034-T1	FAMILY NOT NAMED	
OG0000724							
OG0000724							
OG0000724	capitella			\tCapteT185707		
OG0000724	capitella			\tCapteT186483		
OG0000724	capitella			\tCapteT201761		
OG0000724	capitella			\tCapteT217729		
OG0000724	lamellibrachia	.	.	.	FUN_001803-T1	NO HIT
OG0000724	lamellibrachia	.	.	.	FUN_001806-T1	SI:CH211-243P7.3-RELATED	
OG0000724	lamellibrachia	.	.	.	FUN_016297-T1	SI:CH211-243P7.3-RELATED	
OG0000724	lamellibrachia	.	.	.	FUN_016298-T1	SI:CH211-243P7.3-RELATED	
OG0000724	lamellibrachia	.	.	.	FUN_020789-T1	SI:CH211-243P7.3-RELATED	
OG0000724	lamellibrachia	.	.	.	FUN_020790-T1	SI:CH211-243P7.3-RELATED	
OG0000724	lamellibrachia	.	.	.	FUN_020794-T1	SI:CH211-243P7.3-RELATED	
OG0000726							
OG0000726							
OG0000726	lamellibrachia	.	.	.	FUN_005470-T1	NO HIT
OG0000726	lamellibrachia	.	.	.	FUN_029139-T1	NO HIT
OG0000726	owenia	.	.	.	OFUSG25848.1	.	
OG0000830							
OG0000830							
OG0000830	capitella			\tCapteT106809	K10443	
OG0000830	capitella			\tCapteT111345	K10443	
OG0000830	capitella			\tCapteT118653	K10443	
OG0000830	capitella			\tCapteT125917	K13956	
OG0000830	capitella			\tCapteT128447	K10455	
OG0000830	capitella			\tCapteT131513	K10461	
OG0000830	capitella			\tCapteT142559	K10442	
OG0000830	capitella			\tCapteT144117		
OG0000830	capitella			\tCapteT146472	K10443	
OG0000830	capitella			\tCapteT146749	K10443	
OG0000830	capitella			\tCapteT159913	K10457	
OG0000830	capitella			\tCapteT177060	K10457	
OG0000830	capitella			\tCapteT185452	K10461	
OG0000830	capitella			\tCapteT187794	K10457	
OG0000830	capitella			\tCapteT189080	K10461	
OG0000830	capitella			\tCapteT189392		
OG0000830	capitella			\tCapteT189418	K10457	
OG0000830	capitella			\tCapteT189446	K10461	
OG0000830	capitella			\tCapteT191760	K10450	
OG0000830	capitella			\tCapteT192496	K10455	
OG0000830	capitella			\tCapteT192804	K10461	
OG0000830	capitella			\tCapteT195261	K10461	
OG0000830	capitella			\tCapteT195262	K10450	
OG0000830	capitella			\tCapteT197787		
OG0000830	capitella			\tCapteT204628	K10457	
OG0000830	capitella			\tCapteT206095	K10457	
OG0000830	capitella			\tCapteT209471	K10444	
OG0000830	capitella			\tCapteT209492	K10461	
OG0000830	capitella			\tCapteT211955	K10444	
OG0000830	capitella			\tCapteT214586	K10450	
OG0000830	capitella			\tCapteT216593	K10446	
OG0000830	capitella			\tCapteT226967	K10457	
OG0000830	capitella			\tCapteT227326	K10457	
OG0000830	capitella			\tCapteT32616	K10457	
OG0000830	capitella			\tCapteT34879	K10457	
OG0000830	capitella			\tCapteT34906	K10457	
OG0000830	capitella			\tCapteT35989	K10455	
OG0000830	capitella			\tCapteT37139	K10457	
OG0000830	capitella			\tCapteT44314	K10442	
OG0000830	capitella			\tCapteT47053	K10457	
OG0000830	capitella			\tCapteT47159	K10455	
OG0000830	capitella			\tCapteT47904	K10455	
OG0000830	capitella			\tCapteT51488	K10443	
OG0000830	capitella			\tCapteT51668	K10443	
OG0000830	capitella			\tCapteT54628	K10457	
OG0000830	capitella			\tCapteT54631	K10443	
OG0000830	capitella			\tCapteT58016	K13956	
OG0000830	capitella			\tCapteT62970	K10443	
OG0000830	capitella			\tCapteT63131	K10457	
OG0000830	capitella			\tCapteT63514	K10457	
OG0000830	capitella			\tCapteT63547	K10455	
OG0000830	capitella			\tCapteT64348	K10457	
OG0000830	capitella			\tCapteT64361	K10457	
OG0000830	capitella			\tCapteT64689	K13956	
OG0000830	capitella			\tCapteT64789	K10457	
OG0000830	capitella			\tCapteT70114	K10455	
OG0000830	capitella			\tCapteT76871	K10442	
OG0000830	capitella			\tCapteT76876	K10442	
OG0000830	capitella			\tCapteT81395	K10443	
OG0000830	capitella			\tCapteT84268	K10458	
OG0000830	capitella			\tCapteT85638		
OG0000830	capitella			\tCapteT85897	K10457	
OG0000830	capitella			\tCapteT86006	K10448	
OG0000830	capitella			\tCapteT86318	K10448	
OG0000830	capitella			\tCapteT86950	K10443	
OG0000830	capitella			\tCapteT89177	K10443	
OG0000830	capitella			\tCapteT90025	K10457	
OG0000830	capitella			\tCapteT98406	K10443	
OG0000830	capitella			\tCapteT99345	K10457	
OG0000830	capitella			\tCapteT99459	K10455	
OG0000830	lamellibrachia	GO:0015629^cellular_component^actin cytoskeleton`GO:0032839^cellular_component^dendrite cytoplasm`GO:0043025^cellular_component^neuronal cell body`GO:0014069^cellular_component^postsynaptic density`GO:0051015^molecular_function^actin filament binding`GO:0060090^molecular_function^molecular adaptor activity`GO:0031208^molecular_function^POZ domain binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007420^biological_process^brain development`GO:0016567^biological_process^protein ubiquitination	GO:0015629^cellular_component^actin cytoskeleton`GO:0032839^cellular_component^dendrite cytoplasm`GO:0043025^cellular_component^neuronal cell body`GO:0014069^cellular_component^postsynaptic density`GO:0051015^molecular_function^actin filament binding`GO:0060090^molecular_function^molecular adaptor activity`GO:0031208^molecular_function^POZ domain binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007420^biological_process^brain development`GO:0016567^biological_process^protein ubiquitination	.	FUN_008501-T1	KELCH-LIKE PROTEIN 20	
OG0000883							
OG0000883							
OG0000883	capitella			\tCapteT187692		
OG0000883	capitella			\tCapteT193048		
OG0000883	capitella			\tCapteT215331		
OG0000883	lamellibrachia	.	.	.	FUN_015970-T1	NO HIT
OG0000954							
OG0000954							
OG0000954							
OG0000954	lamellibrachia	.	.	GO:0003676^molecular_function^nucleic acid binding`GO:0008270^molecular_function^zinc ion binding	FUN_019181-T1	FAMILY NOT NAMED	
OG0001033							
OG0001033							
OG0001033							
OG0001033	lamellibrachia	.	.	.	FUN_004311-T1	NO HIT
OG0001078							
OG0001078							
OG0001078							
OG0001078	lamellibrachia	.	.	.	FUN_008120-T1	FAMILY NOT NAMED	
OG0001156							
OG0001156							
OG0001156	capitella			\tCapteT185524		
OG0001156	capitella			\tCapteT185530		
OG0001156	capitella			\tCapteT189496		
OG0001156	capitella			\tCapteT202835		
OG0001156	capitella			\tCapteT205797		
OG0001156	capitella			\tCapteT207581		
OG0001156	capitella			\tCapteT208909		
OG0001156	capitella			\tCapteT209047		
OG0001156	capitella			\tCapteT210218		
OG0001156	capitella			\tCapteT222378		
OG0001156	capitella			\tCapteT223758		
OG0001156	lamellibrachia	.	.	.	FUN_001380-T1	PROTEIN B PUTATIVE-RELATED	
OG0001156	lamellibrachia	.	.	.	FUN_001846-T1	PROTEIN B PUTATIVE-RELATED	
OG0001156	lamellibrachia	.	.	.	FUN_006027-T1	NO HIT
OG0001156	lamellibrachia	.	.	.	FUN_021131-T1	PROTEIN B PUTATIVE-RELATED	
OG0001156	lamellibrachia	.	.	.	FUN_026347-T1	PROTEIN B PUTATIVE-RELATED	
OG0001156	lamellibrachia	.	.	.	FUN_032522-T1	NO HIT
OG0001156	lamellibrachia	.	.	.	FUN_032935-T1	NO HIT
OG0001156	lamellibrachia	.	.	.	FUN_036469-T1	PROTEIN B PUTATIVE-RELATED	
OG0001193							
OG0001193	capitella			\tCapteT216233		
OG0001193	lamellibrachia	.	.	.	FUN_007471-T1	NO HIT
OG0001193	lamellibrachia	.	.	.	FUN_008306-T1	CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR 4	
OG0001193	lamellibrachia	.	.	.	FUN_022060-T1	NO HIT
OG0001193	lamellibrachia	.	.	.	FUN_032400-T1	NO HIT
OG0001193	owenia	.	.	.	OFUSG12164.1	.	K19519
OG0001242							
OG0001242	capitella			\tCapteT100178	K11585	
OG0001242	lamellibrachia	GO:0000785^cellular_component^chromatin`GO:0010369^cellular_component^chromocenter`GO:0000775^cellular_component^chromosome centromeric region`GO:0000779^cellular_component^condensed chromosome centromeric region`GO:0005635^cellular_component^nuclear envelope`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0035985^cellular_component^senescence-associated heterochromatin focus`GO:0090734^cellular_component^site of DNA damage`GO:0005819^cellular_component^spindle`GO:0019899^molecular_function^enzyme binding`GO:1990226^molecular_function^histone methyltransferase binding`GO:0042802^molecular_function^identical protein binding`GO:0019904^molecular_function^protein domain specific binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0006974^biological_process^cellular response to DNA damage stimulus`GO:0006325^biological_process^chromatin organization`GO:0045892^biological_process^negative regulation of transcription DNA-templated`GO:0048511^biological_process^rhythmic process	GO:0000785^cellular_component^chromatin`GO:0010369^cellular_component^chromocenter`GO:0000775^cellular_component^chromosome centromeric region`GO:0000779^cellular_component^condensed chromosome centromeric region`GO:0005635^cellular_component^nuclear envelope`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0035985^cellular_component^senescence-associated heterochromatin focus`GO:0090734^cellular_component^site of DNA damage`GO:0005819^cellular_component^spindle`GO:0019899^molecular_function^enzyme binding`GO:1990226^molecular_function^histone methyltransferase binding`GO:0042802^molecular_function^identical protein binding`GO:0019904^molecular_function^protein domain specific binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0006974^biological_process^cellular response to DNA damage stimulus`GO:0006325^biological_process^chromatin organization`GO:0045892^biological_process^negative regulation of transcription DNA-templated`GO:0048511^biological_process^rhythmic process	GO:0005634^cellular_component^nucleus	FUN_022932-T1	CHROMOBOX HOMOLOG 1A (HP1 BETA HOMOLOG DROSOPHILA)-RELATED	K11585
OG0001242	osedax	GO:0000785^cellular_component^chromatin`GO:0010369^cellular_component^chromocenter`GO:0000775^cellular_component^chromosome centromeric region`GO:0001939^cellular_component^female pronucleus`GO:0001940^cellular_component^male pronucleus`GO:0005634^cellular_component^nucleus`GO:0005721^cellular_component^pericentric heterochromatin`GO:0090734^cellular_component^site of DNA damage`GO:0005819^cellular_component^spindle`GO:0019899^molecular_function^enzyme binding`GO:1990226^molecular_function^histone methyltransferase binding`GO:0042802^molecular_function^identical protein binding`GO:0006974^biological_process^cellular response to DNA damage stimulus`GO:0045892^biological_process^negative regulation of transcription DNA-templated	GO:0000785^cellular_component^chromatin`GO:0010369^cellular_component^chromocenter`GO:0000775^cellular_component^chromosome centromeric region`GO:0001939^cellular_component^female pronucleus`GO:0001940^cellular_component^male pronucleus`GO:0005634^cellular_component^nucleus`GO:0005721^cellular_component^pericentric heterochromatin`GO:0090734^cellular_component^site of DNA damage`GO:0005819^cellular_component^spindle`GO:0019899^molecular_function^enzyme binding`GO:1990226^molecular_function^histone methyltransferase binding`GO:0042802^molecular_function^identical protein binding`GO:0006974^biological_process^cellular response to DNA damage stimulus`GO:0045892^biological_process^negative regulation of transcription DNA-templated	GO:0005634^cellular_component^nucleus	OFRAG00000007098.1	CHROMOBOX HOMOLOG 1A (HP1 BETA HOMOLOG DROSOPHILA)-RELATED	K11585
OG0001242	osedax	.	.	.	OFRAG00000008591.1	SUBFAMILY NOT NAMED	
OG0001571							
OG0001571							
OG0001571	capitella			\tCapteT59344		
OG0001571	capitella			\tCapteT59353		
OG0001571	capitella			\tCapteT61788		
OG0001571	capitella			\tCapteT92122		
OG0001571	lamellibrachia	.	.	.	FUN_013831-T1	SUBFAMILY NOT NAMED	
OG0001571	lamellibrachia	GO:0001533^cellular_component^cornified envelope`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005794^cellular_component^Golgi apparatus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005198^molecular_function^structural molecule activity`GO:0070268^biological_process^cornification`GO:0008544^biological_process^epidermis development`GO:0030216^biological_process^keratinocyte differentiation`GO:0042060^biological_process^wound healing	GO:0001533^cellular_component^cornified envelope`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005794^cellular_component^Golgi apparatus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005198^molecular_function^structural molecule activity`GO:0070268^biological_process^cornification`GO:0008544^biological_process^epidermis development`GO:0030216^biological_process^keratinocyte differentiation`GO:0042060^biological_process^wound healing	.	FUN_009904-T1	AC-LIKE TRANSPOSASE	
OG0001608							
OG0001608							
OG0001608	capitella			\tCapteT221925	K11455	
OG0001608	lamellibrachia	GO:0000792^cellular_component^heterochromatin`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0031519^cellular_component^PcG protein complex`GO:0035102^cellular_component^PRC1 complex`GO:0000151^cellular_component^ubiquitin ligase complex`GO:0035064^molecular_function^methylated histone binding`GO:0003727^molecular_function^single-stranded RNA binding`GO:0097027^molecular_function^ubiquitin-protein transferase activator activity`GO:0070301^biological_process^cellular response to hydrogen peroxide`GO:0006342^biological_process^chromatin silencing`GO:0016574^biological_process^histone ubiquitination`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0032967^biological_process^positive regulation of collagen biosynthetic process`GO:0045739^biological_process^positive regulation of DNA repair	GO:0000792^cellular_component^heterochromatin`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0031519^cellular_component^PcG protein complex`GO:0035102^cellular_component^PRC1 complex`GO:0000151^cellular_component^ubiquitin ligase complex`GO:0035064^molecular_function^methylated histone binding`GO:0003727^molecular_function^single-stranded RNA binding`GO:0097027^molecular_function^ubiquitin-protein transferase activator activity`GO:0070301^biological_process^cellular response to hydrogen peroxide`GO:0006342^biological_process^chromatin silencing`GO:0016574^biological_process^histone ubiquitination`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0032967^biological_process^positive regulation of collagen biosynthetic process`GO:0045739^biological_process^positive regulation of DNA repair	.	FUN_019456-T1	POLYCOMB GROUP PROTEIN PC	K11455
OG0001662							
OG0001662							
OG0001662	capitella			\tCapteT192281		
OG0001662	capitella			\tCapteT196585		
OG0001662	capitella			\tCapteT209587		
OG0001662	lamellibrachia	.	.	.	FUN_039766-T1	NO HIT
OG0001823							
OG0001823							
OG0001823	capitella			\tCapteT208751		
OG0001823	capitella			\tCapteT211327		
OG0001823	lamellibrachia	.	.	.	FUN_026137-T1	NO HIT
OG0001823	lamellibrachia	.	.	.	FUN_035055-T1	NO HIT
OG0001823	lamellibrachia	.	.	.	FUN_039151-T1	FAMILY NOT NAMED	
OG0001823	lamellibrachia	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0030425^cellular_component^dendrite`GO:0098691^cellular_component^dopaminergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0042166^molecular_function^acetylcholine binding`GO:0015464^molecular_function^acetylcholine receptor activity`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0044877^molecular_function^protein-containing complex binding`GO:0035095^biological_process^behavioral response to nicotine`GO:0007268^biological_process^chemical synaptic transmission`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0042391^biological_process^regulation of membrane potential`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0035094^biological_process^response to nicotine`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0005892^cellular_component^acetylcholine-gated channel complex`GO:0030425^cellular_component^dendrite`GO:0098691^cellular_component^dopaminergic synapse`GO:0005887^cellular_component^integral component of plasma membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0045202^cellular_component^synapse`GO:0042166^molecular_function^acetylcholine binding`GO:0015464^molecular_function^acetylcholine receptor activity`GO:0022848^molecular_function^acetylcholine-gated cation-selective channel activity`GO:0030594^molecular_function^neurotransmitter receptor activity`GO:0044877^molecular_function^protein-containing complex binding`GO:0035095^biological_process^behavioral response to nicotine`GO:0007268^biological_process^chemical synaptic transmission`GO:0034220^biological_process^ion transmembrane transport`GO:0050877^biological_process^nervous system process`GO:0042391^biological_process^regulation of membrane potential`GO:2000300^biological_process^regulation of synaptic vesicle exocytosis`GO:0035094^biological_process^response to nicotine`GO:0007165^biological_process^signal transduction`GO:0007271^biological_process^synaptic transmission cholinergic	GO:0005230^molecular_function^extracellular ligand-gated ion channel activity`GO:0006811^biological_process^ion transport`GO:0016021^cellular_component^integral component of membrane	FUN_014485-T1	CHOLINERGIC RECEPTOR NICOTINIC BETA 2 LIKE	K05312
OG0001893							
OG0001893							
OG0001893							
OG0001893	lamellibrachia	.	.	.	FUN_010159-T1	NO HIT
OG0001893	lamellibrachia	.	.	.	FUN_010287-T1	NO HIT
OG0001907							
OG0001907							
OG0001907	lamellibrachia	.	.	.	FUN_003980-T1	FAMILY NOT NAMED	K04988
OG0001907	lamellibrachia	.	.	.	FUN_016279-T1	FAMILY NOT NAMED	
OG0001907	lamellibrachia	.	.	.	FUN_029344-T1	PROTEIN TRAPPED IN ENDODERM-1	K04132
OG0001907	lamellibrachia	.	.	.	FUN_034305-T1	FAMILY NOT NAMED	
OG0001907	lamellibrachia	.	.	.	FUN_038017-T1	NO HIT
OG0001907	owenia	.	.	.	OFUSG04529.1	FAMILY NOT NAMED	K06238
OG0002090							
OG0002090							
OG0002090	capitella			\tCapteT100613		
OG0002090	capitella			\tCapteT105220		
OG0002090	capitella			\tCapteT105338		
OG0002090	capitella			\tCapteT105726		
OG0002090	capitella			\tCapteT107675		
